Code_Projet,Nom_Client,Reference_Commande,Montant_HT,Date_Creation
DRC0057,Client_256,CMD15236,1727.5,2024-01-27
DRC0027,Client_268,CMD15237,2957.65,2024-04-13
DRC0056,Client_70,CMD15238,4807.45,2024-07-03
DRC0079,Client_193,CMD15239,7276.99,2024-02-25
DRC0099,Client_227,CMD15240,7397.59,2024-02-03
DRC0073,Client_247,CMD15241,6582.71,2024-07-04
DRC0043,Client_8,CMD15242,543.98,2024-04-27
DRC0004,Client_8,CMD15243,8620.48,2024-04-13
DRC0008,Client_172,CMD15244,4655.72,2024-04-17
DRC0018,Client_58,CMD15245,3377.88,2024-02-11
DRC0092,Client_297,CMD15246,8556.16,2024-07-11
DRC0022,Client_224,CMD15247,5170.77,2024-07-02
DRC0030,Client_50,CMD15248,2043.75,2024-04-16
DRC0083,Client_154,CMD15249,6827.4,2024-06-10
DRC0059,Client_244,CMD15250,6343.06,2024-01-20
DRC0022,Client_285,CMD15251,746.78,2024-05-17
DRC0052,Client_15,CMD15252,4135.48,2024-05-24
DRC0034,Client_114,CMD15253,8484.52,2024-07-03
DRC0054,Client_288,CMD15254,2876.41,2024-01-02
DRC0020,Client_88,CMD15255,2350.07,2024-01-04
DRC0034,Client_13,CMD15256,7913.25,2024-05-31
DRC0060,Client_233,CMD15257,4303.34,2024-07-15
DRC0095,Client_241,CMD15258,8625.14,2024-01-26
DRC0045,Client_163,CMD15259,7452.89,2024-05-26
DRC0043,Client_189,CMD15260,3896.33,2024-02-09
DRC0084,Client_131,CMD15261,327.23,2024-03-23
DRC0081,Client_274,CMD15262,4245.36,2024-01-04
DRC0062,Client_280,CMD15263,1693.69,2024-06-29
DRC0052,Client_292,CMD15264,5510.71,2024-03-09
DRC0003,Client_162,CMD15265,3422.52,2024-06-14
DRC0018,Client_9,CMD15266,9280.32,2024-07-16
DRC0095,Client_170,CMD15267,2933.37,2024-04-17
DRC0087,Client_46,CMD15268,822.83,2024-04-15
DRC0096,Client_270,CMD15269,1990.92,2024-01-14
DRC0004,Client_38,CMD15270,799.49,2024-03-16
DRC0010,Client_88,CMD15271,1036.77,2024-07-06
DRC0019,Client_141,CMD15272,4042.13,2024-06-24
DRC0034,Client_130,CMD15273,9414.59,2024-01-09
DRC0075,Client_260,CMD15274,7885.21,2024-04-12
DRC0095,Client_69,CMD15275,9628.6,2024-01-17
DRC0042,Client_185,CMD15276,4147.14,2024-04-04
DRC0017,Client_240,CMD15277,6882.08,2024-05-25
DRC0034,Client_120,CMD15278,9957.17,2024-07-17
DRC0060,Client_222,CMD15279,4119.17,2024-03-09
DRC0099,Client_189,CMD15280,1045.09,2024-05-16
DRC0099,Client_97,CMD15281,7722.29,2024-01-25
DRC0059,Client_170,CMD15282,9850.64,2024-05-05
DRC0016,Client_234,CMD15283,428.64,2024-06-04
DRC0066,Client_8,CMD15284,2660.69,2024-03-06
DRC0080,Client_277,CMD15285,5940.6,2024-01-09
DRC0060,Client_109,CMD15286,3548.24,2024-03-11
DRC0084,Client_185,CMD15287,6666.64,2024-06-16
DRC0049,Client_255,CMD15288,9485.38,2024-04-12
DRC0006,Client_215,CMD15289,1994.35,2024-06-12
DRC0083,Client_112,CMD15290,2682.29,2024-03-25
DRC0083,Client_158,CMD15291,4573.85,2024-07-03
DRC0061,Client_132,CMD15292,5245.59,2024-06-24
DRC0079,Client_286,CMD15293,5985.61,2024-01-01
DRC0090,Client_108,CMD15294,1573.5,2024-07-05
DRC0080,Client_127,CMD15295,9770.49,2024-04-29
DRC0094,Client_231,CMD15296,9039.08,2024-05-28
DRC0069,Client_54,CMD15297,3889.66,2024-04-12
DRC0065,Client_281,CMD15298,2590.67,2024-06-29
DRC0010,Client_60,CMD15299,2965.24,2024-01-15
DRC0007,Client_45,CMD15300,5523.17,2024-02-09
DRC0025,Client_166,CMD15301,8709.96,2024-04-28
DRC0005,Client_6,CMD15302,9442.35,2024-02-17
DRC0075,Client_54,CMD15303,6712.78,2024-02-11
DRC0007,Client_117,CMD15304,8320.53,2024-06-28
DRC0080,Client_97,CMD15305,3670.78,2024-03-19
DRC0068,Client_109,CMD15306,5582.26,2024-06-12
DRC0058,Client_116,CMD15307,7225.26,2024-04-30
DRC0041,Client_280,CMD15308,7985.39,2024-03-22
DRC0019,Client_201,CMD15309,2615.08,2024-05-19
DRC0082,Client_205,CMD15310,1375.55,2024-07-17
DRC0080,Client_174,CMD15311,8131.43,2024-06-28
DRC0001,Client_94,CMD15312,5682.7,2024-06-21
DRC0065,Client_71,CMD15313,8403.41,2024-07-14
DRC0065,Client_1,CMD15314,5036.06,2024-04-13
DRC0047,Client_300,CMD15315,7685.01,2024-03-20
DRC0033,Client_177,CMD15316,8660.34,2024-03-17
DRC0061,Client_44,CMD15317,597.91,2024-01-23
DRC0060,Client_232,CMD15318,6538.66,2024-04-21
DRC0004,Client_265,CMD15319,6704.8,2024-05-01
DRC0096,Client_130,CMD15320,1340.67,2024-03-10
DRC0097,Client_185,CMD15321,2530.37,2024-01-20
DRC0025,Client_21,CMD15322,5956.44,2024-05-29
DRC0068,Client_42,CMD15323,5729.64,2024-07-11
DRC0004,Client_169,CMD15324,7559.71,2024-06-20
DRC0090,Client_117,CMD15325,1833.3,2024-05-22
DRC0085,Client_136,CMD15326,5305.99,2024-01-17
DRC0049,Client_101,CMD15327,1182.94,2024-07-03
DRC0073,Client_44,CMD15328,9519.4,2024-05-22
DRC0075,Client_16,CMD15329,7438.88,2024-04-12
DRC0058,Client_113,CMD15330,8732.43,2024-04-21
DRC0072,Client_234,CMD15331,9384.16,2024-01-13
DRC0064,Client_29,CMD15332,3842.15,2024-04-25
DRC0021,Client_147,CMD15333,3108.21,2024-05-11
DRC0056,Client_117,CMD15334,3983.33,2024-06-14
DRC0043,Client_102,CMD15335,9178.14,2024-05-17
DRC0021,Client_188,CMD15336,7174.7,2024-03-29
DRC0076,Client_214,CMD15337,2180.11,2024-02-24
DRC0065,Client_294,CMD15338,1659.09,2024-05-31
DRC0060,Client_233,CMD15339,8147.25,2024-07-11
DRC0003,Client_213,CMD15340,9124.74,2024-04-13
DRC0013,Client_203,CMD15341,2302.3,2024-04-03
DRC0008,Client_89,CMD15342,2820.33,2024-06-22
DRC0057,Client_94,CMD15343,7250.73,2024-02-21
DRC0044,Client_177,CMD15344,1343.72,2024-05-31
DRC0086,Client_114,CMD15345,865.61,2024-06-18
DRC0051,Client_177,CMD15346,6215.95,2024-07-14
DRC0026,Client_297,CMD15347,4449.64,2024-04-13
DRC0078,Client_253,CMD15348,7695.41,2024-05-16
DRC0036,Client_36,CMD15349,2083.14,2024-01-22
DRC0035,Client_207,CMD15350,8848.16,2024-01-13
DRC0100,Client_18,CMD15351,1768.74,2024-01-09
DRC0086,Client_71,CMD15352,5769.6,2024-01-25
DRC0057,Client_44,CMD15353,715.74,2024-04-11
DRC0019,Client_65,CMD15354,4580.3,2024-05-18
DRC0053,Client_170,CMD15355,3449.87,2024-03-30
DRC0065,Client_137,CMD15356,3859.37,2024-02-11
DRC0026,Client_168,CMD15357,7260.52,2024-04-17
DRC0045,Client_228,CMD15358,8907.14,2024-05-11
DRC0080,Client_58,CMD15359,3521.17,2024-04-29
DRC0026,Client_59,CMD15360,7416.97,2024-07-17
DRC0011,Client_283,CMD15361,7602.97,2024-04-20
DRC0049,Client_31,CMD15362,2803.5,2024-06-14
DRC0091,Client_71,CMD15363,8121.5,2024-01-08
DRC0091,Client_216,CMD15364,2729.46,2024-07-16
DRC0004,Client_201,CMD15365,4513.72,2024-03-31
DRC0074,Client_138,CMD15366,2211.45,2024-05-02
DRC0023,Client_122,CMD15367,5829.93,2024-07-14
DRC0012,Client_246,CMD15368,8496.84,2024-02-09
DRC0091,Client_272,CMD15369,9314.62,2024-05-22
DRC0024,Client_192,CMD15370,9799.4,2024-03-05
DRC0100,Client_186,CMD15371,7769.57,2024-01-29
DRC0075,Client_121,CMD15372,9693.47,2024-05-10
DRC0026,Client_124,CMD15373,390.3,2024-06-05
DRC0067,Client_106,CMD15374,1564.32,2024-05-30
DRC0092,Client_230,CMD15375,3803.54,2024-06-14
DRC0023,Client_265,CMD15376,2520.23,2024-06-25
DRC0088,Client_103,CMD15377,7439.42,2024-05-17
DRC0016,Client_45,CMD15378,7215.57,2024-03-26
DRC0056,Client_3,CMD15379,5834.8,2024-02-06
DRC0017,Client_119,CMD15380,2584.22,2024-01-12
DRC0100,Client_172,CMD15381,808.55,2024-05-06
DRC0022,Client_196,CMD15382,9237.93,2024-01-14
DRC0066,Client_120,CMD15383,9396.38,2024-03-21
DRC0094,Client_99,CMD15384,8838.64,2024-05-08
DRC0029,Client_98,CMD15385,5714.46,2024-05-24
DRC0079,Client_276,CMD15386,8824.72,2024-02-11
DRC0028,Client_291,CMD15387,2203.06,2024-07-08
DRC0084,Client_169,CMD15388,7978.56,2024-03-02
DRC0069,Client_108,CMD15389,319.88,2024-02-16
DRC0013,Client_123,CMD15390,6935.74,2024-02-19
DRC0082,Client_37,CMD15391,772.61,2024-02-22
DRC0071,Client_198,CMD15392,3706.09,2024-02-19
DRC0003,Client_201,CMD15393,7716.15,2024-01-21
DRC0052,Client_221,CMD15394,7046.41,2024-07-04
DRC0076,Client_7,CMD15395,5838.9,2024-04-09
DRC0004,Client_289,CMD15396,9568.74,2024-07-14
DRC0069,Client_143,CMD15397,9391.82,2024-01-08
DRC0100,Client_144,CMD15398,281.07,2024-04-12
DRC0091,Client_278,CMD15399,4246.66,2024-04-22
DRC0037,Client_292,CMD15400,2235.42,2024-05-30
DRC0059,Client_9,CMD15401,495.37,2024-05-09
DRC0028,Client_187,CMD15402,6498.6,2024-03-01
DRC0086,Client_48,CMD15403,7981.07,2024-06-19
DRC0081,Client_240,CMD15404,7436.42,2024-05-09
DRC0008,Client_26,CMD15405,8260.29,2024-03-01
DRC0037,Client_192,CMD15406,5352.29,2024-02-15
DRC0008,Client_281,CMD15407,4164.48,2024-03-08
DRC0038,Client_223,CMD15408,5779.22,2024-02-12
DRC0006,Client_152,CMD15409,6284.23,2024-01-02
DRC0081,Client_206,CMD15410,5802.16,2024-06-29
DRC0068,Client_271,CMD15411,2830.41,2024-01-18
DRC0034,Client_275,CMD15412,890.61,2024-05-18
DRC0052,Client_84,CMD15413,7860.8,2024-01-17
DRC0100,Client_164,CMD15414,6914.15,2024-03-26
DRC0010,Client_291,CMD15415,2753.93,2024-01-21
DRC0022,Client_188,CMD15416,867.32,2024-02-28
DRC0025,Client_86,CMD15417,9014.28,2024-02-17
DRC0093,Client_100,CMD15418,4992.17,2024-03-05
DRC0040,Client_211,CMD15419,2204.06,2024-06-10
DRC0076,Client_12,CMD15420,3858.19,2024-02-18
DRC0082,Client_254,CMD15421,7352.07,2024-02-16
DRC0088,Client_255,CMD15422,1397.82,2024-01-31
DRC0012,Client_108,CMD15423,8060.83,2024-06-16
DRC0038,Client_283,CMD15424,7713.66,2024-02-03
DRC0099,Client_137,CMD15425,5248.16,2024-02-25
DRC0057,Client_238,CMD15426,1521.02,2024-04-09
DRC0088,Client_294,CMD15427,2054.52,2024-06-04
DRC0100,Client_166,CMD15428,5349.75,2024-03-18
DRC0083,Client_295,CMD15429,8927.24,2024-01-08
DRC0002,Client_105,CMD15430,5390.06,2024-04-26
DRC0031,Client_261,CMD15431,4566.27,2024-07-03
DRC0061,Client_289,CMD15432,9653.72,2024-01-25
DRC0094,Client_220,CMD15433,9381.97,2024-05-01
DRC0049,Client_296,CMD15434,3140.8,2024-05-05
DRC0071,Client_171,CMD15435,1607.01,2024-01-28
DRC0034,Client_91,CMD15436,2163.45,2024-07-03
DRC0053,Client_50,CMD15437,2486.82,2024-01-09
DRC0086,Client_119,CMD15438,5916.85,2024-05-12
DRC0073,Client_154,CMD15439,7388.27,2024-07-18
DRC0087,Client_287,CMD15440,9516.14,2024-02-13
DRC0029,Client_26,CMD15441,2603.47,2024-07-14
DRC0097,Client_109,CMD15442,8697.76,2024-03-12
DRC0062,Client_180,CMD15443,1533.7,2024-07-02
DRC0032,Client_246,CMD15444,181.39,2024-06-01
DRC0014,Client_85,CMD15445,3349.73,2024-03-30
DRC0039,Client_279,CMD15446,2617.91,2024-06-03
DRC0048,Client_142,CMD15447,6631.02,2024-03-25
DRC0044,Client_245,CMD15448,666.5,2024-04-03
DRC0094,Client_133,CMD15449,9672.27,2024-05-03
DRC0020,Client_226,CMD15450,8322.95,2024-03-13
DRC0082,Client_74,CMD15451,4968.44,2024-04-17
DRC0004,Client_84,CMD15452,7242.15,2024-03-18
DRC0022,Client_251,CMD15453,9920.27,2024-05-20
DRC0074,Client_291,CMD15454,2466.4,2024-02-15
DRC0088,Client_26,CMD15455,5847.42,2024-03-02
DRC0074,Client_4,CMD15456,4101.78,2024-02-14
DRC0082,Client_136,CMD15457,5413.53,2024-02-25
DRC0093,Client_113,CMD15458,8842.32,2024-02-08
DRC0057,Client_145,CMD15459,7549.22,2024-04-11
DRC0012,Client_266,CMD15460,5428.64,2024-06-16
DRC0068,Client_46,CMD15461,4351.54,2024-06-06
DRC0039,Client_167,CMD15462,6815.62,2024-04-25
DRC0019,Client_27,CMD15463,9900.38,2024-01-26
DRC0047,Client_170,CMD15464,1206.88,2024-07-02
DRC0030,Client_110,CMD15465,1435.02,2024-02-16
DRC0055,Client_216,CMD15466,1940.1,2024-04-18
DRC0076,Client_271,CMD15467,9708.22,2024-02-29
DRC0073,Client_35,CMD15468,4055.29,2024-05-14
DRC0006,Client_124,CMD15469,6375.61,2024-06-11
DRC0046,Client_180,CMD15470,2850.42,2024-01-24
DRC0003,Client_254,CMD15471,7740.67,2024-04-19
DRC0037,Client_203,CMD15472,4307.69,2024-01-24
DRC0057,Client_103,CMD15473,8714.18,2024-03-28
DRC0086,Client_143,CMD15474,1578.72,2024-01-07
DRC0099,Client_134,CMD15475,282.89,2024-06-09
DRC0091,Client_128,CMD15476,5030.9,2024-04-07
DRC0042,Client_92,CMD15477,4818.33,2024-07-04
DRC0094,Client_210,CMD15478,1605.4,2024-04-23
DRC0097,Client_30,CMD15479,9439.28,2024-03-30
DRC0058,Client_37,CMD15480,2547.97,2024-06-28
DRC0050,Client_225,CMD15481,4675.79,2024-02-05
DRC0092,Client_295,CMD15482,7345.5,2024-02-22
DRC0058,Client_283,CMD15483,7896.49,2024-04-17
DRC0024,Client_106,CMD15484,8060.96,2024-03-11
DRC0016,Client_114,CMD15485,9776.17,2024-05-01
DRC0088,Client_161,CMD15486,2374.93,2024-02-15
DRC0075,Client_12,CMD15487,3777.88,2024-01-21
DRC0048,Client_128,CMD15488,7671.83,2024-01-20
DRC0055,Client_143,CMD15489,8391.85,2024-07-19
DRC0045,Client_176,CMD15490,7591.1,2024-05-25
DRC0092,Client_132,CMD15491,3841.9,2024-01-08
DRC0040,Client_126,CMD15492,8523.52,2024-07-12
DRC0091,Client_25,CMD15493,8206.06,2024-01-03
DRC0099,Client_108,CMD15494,2328.31,2024-03-23
DRC0082,Client_32,CMD15495,1127.39,2024-06-18
DRC0014,Client_260,CMD15496,4559.16,2024-06-29
DRC0058,Client_186,CMD15497,1588.29,2024-05-03
DRC0048,Client_47,CMD15498,8996.07,2024-03-16
DRC0058,Client_175,CMD15499,2156.83,2024-03-28
DRC0025,Client_240,CMD15500,5375.75,2024-05-15
DRC0079,Client_286,CMD15501,7471.09,2024-05-26
DRC0053,Client_36,CMD15502,2962.47,2024-06-29
DRC0051,Client_104,CMD15503,8102.25,2024-07-06
DRC0056,Client_121,CMD15504,8887.24,2024-02-15
DRC0053,Client_125,CMD15505,9827.14,2024-03-13
DRC0028,Client_38,CMD15506,6932.14,2024-06-14
DRC0090,Client_47,CMD15507,5664.11,2024-05-11
DRC0078,Client_110,CMD15508,3869.3,2024-01-04
DRC0057,Client_258,CMD15509,8938.84,2024-01-28
DRC0046,Client_238,CMD15510,4921.15,2024-04-26
DRC0018,Client_176,CMD15511,4582.14,2024-02-13
DRC0031,Client_265,CMD15512,1616.76,2024-03-16
DRC0079,Client_89,CMD15513,7090.25,2024-07-15
DRC0071,Client_128,CMD15514,1264.01,2024-05-16
DRC0006,Client_157,CMD15515,992.39,2024-02-13
DRC0087,Client_20,CMD15516,4579.66,2024-01-31
DRC0078,Client_77,CMD15517,1840.58,2024-04-30
DRC0061,Client_191,CMD15518,5856.96,2024-04-20
DRC0017,Client_13,CMD15519,5717.25,2024-01-23
DRC0058,Client_40,CMD15520,7909.06,2024-06-06
DRC0051,Client_73,CMD15521,8197.24,2024-05-19
DRC0083,Client_8,CMD15522,4725.86,2024-03-01
DRC0058,Client_280,CMD15523,6324.37,2024-03-19
DRC0021,Client_155,CMD15524,1701.94,2024-05-06
DRC0050,Client_113,CMD15525,9560.95,2024-06-03
DRC0053,Client_275,CMD15526,7235.01,2024-04-09
DRC0065,Client_141,CMD15527,3001.42,2024-05-05
DRC0038,Client_201,CMD15528,2730.84,2024-01-09
DRC0084,Client_293,CMD15529,4158.06,2024-01-11
DRC0094,Client_164,CMD15530,5851.42,2024-04-19
DRC0004,Client_5,CMD15531,9653.45,2024-06-06
DRC0095,Client_110,CMD15532,9533.82,2024-05-05
DRC0041,Client_4,CMD15533,2056.56,2024-05-11
DRC0058,Client_62,CMD15534,1296.9,2024-05-03
DRC0087,Client_81,CMD15535,8682.99,2024-02-28
DRC0078,Client_12,CMD15536,4198.36,2024-06-27
DRC0069,Client_88,CMD15537,2262.97,2024-03-19
DRC0050,Client_173,CMD15538,8165.57,2024-05-03
DRC0074,Client_20,CMD15539,2635.13,2024-06-23
DRC0072,Client_72,CMD15540,6569.55,2024-06-03
DRC0060,Client_224,CMD15541,8568.99,2024-02-01
DRC0085,Client_122,CMD15542,4549.53,2024-01-01
DRC0041,Client_236,CMD15543,2007.16,2024-06-24
DRC0086,Client_38,CMD15544,9483.0,2024-05-19
DRC0027,Client_144,CMD15545,7214.94,2024-04-28
DRC0060,Client_107,CMD15546,9106.93,2024-07-12
DRC0063,Client_211,CMD15547,465.93,2024-02-11
DRC0037,Client_298,CMD15548,2596.99,2024-06-20
DRC0075,Client_227,CMD15549,5156.05,2024-04-05
DRC0034,Client_98,CMD15550,2997.17,2024-03-28
DRC0063,Client_245,CMD15551,1268.03,2024-02-25
DRC0027,Client_172,CMD15552,2344.42,2024-04-27
DRC0017,Client_209,CMD15553,2900.43,2024-04-19
DRC0013,Client_213,CMD15554,1274.11,2024-02-26
DRC0030,Client_197,CMD15555,8000.78,2024-01-20
DRC0045,Client_83,CMD15556,8423.44,2024-03-19
DRC0028,Client_161,CMD15557,254.86,2024-03-05
DRC0051,Client_172,CMD15558,4360.12,2024-02-23
DRC0028,Client_13,CMD15559,3215.43,2024-02-20
DRC0076,Client_125,CMD15560,289.35,2024-07-15
DRC0019,Client_78,CMD15561,6336.21,2024-04-11
DRC0084,Client_135,CMD15562,5203.69,2024-06-30
DRC0054,Client_128,CMD15563,2217.83,2024-01-14
DRC0067,Client_103,CMD15564,3706.99,2024-05-17
DRC0083,Client_76,CMD15565,6360.39,2024-01-24
DRC0031,Client_76,CMD15566,5749.33,2024-03-15
DRC0082,Client_170,CMD15567,5423.76,2024-02-20
DRC0019,Client_192,CMD15568,6739.22,2024-01-18
DRC0061,Client_49,CMD15569,3996.38,2024-02-05
DRC0066,Client_263,CMD15570,8371.56,2024-01-11
DRC0061,Client_88,CMD15571,2154.62,2024-01-17
DRC0088,Client_174,CMD15572,7566.55,2024-04-05
DRC0003,Client_122,CMD15573,7954.86,2024-02-05
DRC0046,Client_181,CMD15574,2233.4,2024-07-17
DRC0010,Client_110,CMD15575,6706.66,2024-07-01
DRC0085,Client_217,CMD15576,5317.94,2024-01-02
DRC0068,Client_163,CMD15577,9216.05,2024-01-06
DRC0016,Client_5,CMD15578,9209.98,2024-01-08
DRC0089,Client_100,CMD15579,5121.31,2024-05-22
DRC0091,Client_284,CMD15580,8068.51,2024-06-09
DRC0011,Client_197,CMD15581,1273.38,2024-07-11
DRC0020,Client_77,CMD15582,6455.38,2024-02-01
DRC0010,Client_15,CMD15583,4562.52,2024-01-25
DRC0080,Client_182,CMD15584,3803.59,2024-04-16
DRC0020,Client_79,CMD15585,8204.49,2024-02-22
DRC0019,Client_51,CMD15586,7500.63,2024-01-31
DRC0060,Client_93,CMD15587,8198.65,2024-01-27
DRC0009,Client_21,CMD15588,2402.49,2024-05-29
DRC0097,Client_5,CMD15589,1908.04,2024-02-14
DRC0077,Client_49,CMD15590,9530.48,2024-06-15
DRC0094,Client_108,CMD15591,7725.99,2024-03-25
DRC0054,Client_148,CMD15592,8057.79,2024-01-17
DRC0078,Client_72,CMD15593,2005.8,2024-04-14
DRC0006,Client_170,CMD15594,5769.05,2024-04-06
DRC0016,Client_111,CMD15595,3559.54,2024-01-10
DRC0053,Client_197,CMD15596,4138.31,2024-03-22
DRC0042,Client_97,CMD15597,9954.54,2024-04-08
DRC0039,Client_74,CMD15598,6704.49,2024-07-09
DRC0019,Client_44,CMD15599,567.8,2024-03-02
DRC0058,Client_144,CMD15600,1559.83,2024-05-01
DRC0018,Client_153,CMD15601,7495.83,2024-01-02
DRC0037,Client_218,CMD15602,8999.3,2024-02-22
DRC0023,Client_215,CMD15603,6197.72,2024-05-30
DRC0001,Client_143,CMD15604,3284.85,2024-02-06
DRC0006,Client_245,CMD15605,7410.26,2024-01-29
DRC0099,Client_122,CMD15606,1251.71,2024-01-03
DRC0094,Client_33,CMD15607,5114.11,2024-07-13
DRC0046,Client_98,CMD15608,5219.34,2024-01-01
DRC0055,Client_231,CMD15609,3931.51,2024-03-24
DRC0066,Client_144,CMD15610,694.46,2024-03-10
DRC0073,Client_50,CMD15611,5464.15,2024-03-01
DRC0008,Client_281,CMD15612,6642.08,2024-05-01
DRC0082,Client_255,CMD15613,5212.19,2024-03-12
DRC0007,Client_48,CMD15614,9967.42,2024-02-19
DRC0013,Client_20,CMD15615,2713.36,2024-01-19
DRC0069,Client_281,CMD15616,1338.13,2024-04-24
DRC0045,Client_60,CMD15617,2641.65,2024-05-09
DRC0048,Client_143,CMD15618,4009.6,2024-07-15
DRC0081,Client_23,CMD15619,3725.38,2024-03-04
DRC0093,Client_210,CMD15620,8270.44,2024-03-12
DRC0003,Client_120,CMD15621,543.83,2024-04-25
DRC0049,Client_148,CMD15622,392.83,2024-01-21
DRC0008,Client_234,CMD15623,3743.07,2024-06-03
DRC0043,Client_29,CMD15624,9093.31,2024-02-23
DRC0031,Client_211,CMD15625,9747.47,2024-02-24
DRC0023,Client_285,CMD15626,3597.36,2024-01-12
DRC0070,Client_14,CMD15627,6190.32,2024-07-09
DRC0092,Client_276,CMD15628,9725.58,2024-03-26
DRC0099,Client_84,CMD15629,1204.26,2024-03-10
DRC0095,Client_136,CMD15630,3675.38,2024-04-20
DRC0067,Client_167,CMD15631,7587.4,2024-03-10
DRC0039,Client_20,CMD15632,6555.55,2024-05-19
DRC0044,Client_214,CMD15633,3549.88,2024-07-17
DRC0040,Client_103,CMD15634,6260.48,2024-01-26
DRC0021,Client_100,CMD15635,8620.6,2024-01-19
DRC0034,Client_34,CMD15636,1992.08,2024-02-07
DRC0015,Client_216,CMD15637,5495.16,2024-05-23
DRC0023,Client_70,CMD15638,4332.51,2024-05-28
DRC0015,Client_154,CMD15639,9466.39,2024-01-01
DRC0088,Client_294,CMD15640,4967.11,2024-01-21
DRC0070,Client_25,CMD15641,444.24,2024-01-24
DRC0033,Client_206,CMD15642,5851.46,2024-01-28
DRC0027,Client_228,CMD15643,2385.65,2024-02-16
DRC0095,Client_275,CMD15644,1550.73,2024-07-18
DRC0088,Client_57,CMD15645,1110.84,2024-06-26
DRC0060,Client_44,CMD15646,2747.41,2024-05-24
DRC0052,Client_243,CMD15647,9065.52,2024-03-14
DRC0083,Client_13,CMD15648,786.8,2024-03-01
DRC0067,Client_247,CMD15649,346.16,2024-04-21
DRC0032,Client_64,CMD15650,2153.49,2024-01-07
DRC0056,Client_136,CMD15651,2039.38,2024-06-11
DRC0056,Client_121,CMD15652,3687.78,2024-05-06
DRC0011,Client_108,CMD15653,6326.06,2024-03-31
DRC0015,Client_3,CMD15654,8837.63,2024-03-01
DRC0035,Client_162,CMD15655,8470.71,2024-01-01
DRC0013,Client_60,CMD15656,9098.85,2024-05-09
DRC0041,Client_231,CMD15657,713.54,2024-02-01
DRC0063,Client_38,CMD15658,8438.64,2024-04-02
DRC0027,Client_156,CMD15659,7368.76,2024-05-25
DRC0079,Client_110,CMD15660,3871.48,2024-02-26
DRC0038,Client_6,CMD15661,1846.65,2024-05-28
DRC0047,Client_150,CMD15662,9352.38,2024-05-25
DRC0077,Client_25,CMD15663,5538.16,2024-02-06
DRC0012,Client_9,CMD15664,2142.11,2024-04-14
DRC0008,Client_185,CMD15665,1394.35,2024-05-28
DRC0024,Client_194,CMD15666,9805.7,2024-01-01
DRC0011,Client_159,CMD15667,2965.34,2024-04-06
DRC0046,Client_254,CMD15668,266.87,2024-01-08
DRC0077,Client_179,CMD15669,1042.2,2024-02-17
DRC0034,Client_81,CMD15670,5161.12,2024-02-18
DRC0063,Client_260,CMD15671,4888.83,2024-01-30
DRC0039,Client_55,CMD15672,1285.99,2024-05-28
DRC0021,Client_244,CMD15673,9360.28,2024-02-16
DRC0016,Client_109,CMD15674,4203.96,2024-02-04
DRC0079,Client_222,CMD15675,9011.75,2024-02-01
DRC0096,Client_80,CMD15676,5143.65,2024-03-29
DRC0005,Client_229,CMD15677,3400.29,2024-01-28
DRC0009,Client_128,CMD15678,8342.99,2024-02-11
DRC0036,Client_66,CMD15679,8442.93,2024-03-12
DRC0084,Client_277,CMD15680,7854.82,2024-05-08
DRC0048,Client_65,CMD15681,4809.53,2024-01-19
DRC0005,Client_87,CMD15682,8991.16,2024-07-13
DRC0057,Client_15,CMD15683,8984.17,2024-05-24
DRC0013,Client_5,CMD15684,780.92,2024-02-01
DRC0060,Client_276,CMD15685,3319.51,2024-02-02
DRC0095,Client_221,CMD15686,2711.61,2024-02-19
DRC0021,Client_228,CMD15687,350.5,2024-01-14
DRC0010,Client_275,CMD15688,3332.34,2024-04-21
DRC0012,Client_101,CMD15689,3523.42,2024-01-02
DRC0002,Client_32,CMD15690,703.28,2024-07-14
DRC0094,Client_198,CMD15691,6125.81,2024-05-06
DRC0010,Client_300,CMD15692,6334.06,2024-04-09
DRC0052,Client_153,CMD15693,9075.34,2024-04-13
DRC0084,Client_42,CMD15694,1331.12,2024-04-04
DRC0082,Client_41,CMD15695,4180.28,2024-03-06
DRC0034,Client_146,CMD15696,7293.03,2024-03-02
DRC0007,Client_1,CMD15697,4032.13,2024-01-03
DRC0015,Client_46,CMD15698,7935.78,2024-03-03
DRC0097,Client_45,CMD15699,7545.1,2024-05-25
DRC0018,Client_205,CMD15700,8223.14,2024-06-01
DRC0086,Client_92,CMD15701,8690.53,2024-02-23
DRC0021,Client_224,CMD15702,5791.99,2024-05-01
DRC0072,Client_108,CMD15703,9164.17,2024-03-17
DRC0059,Client_147,CMD15704,1747.53,2024-04-29
DRC0017,Client_283,CMD15705,9461.94,2024-03-29
DRC0077,Client_286,CMD15706,9746.99,2024-04-16
DRC0006,Client_98,CMD15707,1149.49,2024-02-19
DRC0031,Client_190,CMD15708,3363.56,2024-02-08
DRC0065,Client_190,CMD15709,3768.1,2024-07-02
DRC0034,Client_290,CMD15710,3692.11,2024-07-16
DRC0016,Client_90,CMD15711,6940.3,2024-05-07
DRC0046,Client_273,CMD15712,7904.34,2024-01-20
DRC0021,Client_143,CMD15713,2086.59,2024-01-08
DRC0025,Client_270,CMD15714,4568.02,2024-01-12
DRC0081,Client_56,CMD15715,955.35,2024-05-21
DRC0091,Client_224,CMD15716,3294.3,2024-04-13
DRC0058,Client_52,CMD15717,7601.85,2024-02-17
