Projet_ID,Client,Commande_ID,Montant_TTC,Date_Commande
DRC0055,Client_20,CMD15819,11194.92,2024-01-28
DRC0047,Client_279,CMD15820,4742.52,2024-02-20
DRC0083,Client_217,CMD15821,8755.51,2024-03-09
DRC0047,Client_43,CMD15822,411.14,2024-04-10
DRC0083,Client_186,CMD15823,10401.85,2024-06-15
DRC0021,Client_229,CMD15824,3817.64,2024-02-03
DRC0017,Client_196,CMD15825,777.9,2024-03-06
DRC0086,Client_172,CMD15826,3947.8,2024-07-02
DRC0024,Client_222,CMD15827,5219.42,2024-01-10
DRC0026,Client_192,CMD15828,10518.17,2024-06-18
DRC0002,Client_147,CMD15829,1342.08,2024-07-08
DRC0085,Client_138,CMD15830,9532.15,2024-04-08
DRC0147,Client_367,CMD25831,991.49,2024-03-10
DRC0059,Client_123,CMD15832,11956.9,2024-05-20
DRC0027,Client_118,CMD15833,6737.17,2024-05-24
DRC0081,Client_29,CMD15834,11595.47,2024-04-29
DRC0050,Client_240,CMD15835,902.72,2024-01-28
DRC0133,Client_350,CMD25836,10157.48,2024-02-09
DRC0006,Client_68,CMD15837,11012.81,2024-03-21
DRC0099,Client_28,CMD15838,6599.62,2024-03-24
DRC0071,Client_40,CMD15839,10971.11,2024-07-10
DRC0070,Client_21,CMD15840,9030.94,2024-06-30
DRC0129,Client_350,CMD25841,3266.18,2024-05-25
DRC0030,Client_231,CMD15842,6033.73,2024-05-27
DRC0090,Client_99,CMD15843,11411.83,2024-03-29
DRC0032,Client_70,CMD15844,10579.34,2024-02-10
DRC0156,Client_314,CMD25845,9185.51,2024-04-08
DRC0064,Client_191,CMD15846,2433.77,2024-02-17
DRC0064,Client_264,CMD15847,6096.94,2024-04-23
DRC0033,Client_189,CMD15848,5226.81,2024-07-19
DRC0029,Client_236,CMD15849,6786.49,2024-03-12
DRC0053,Client_237,CMD15850,2628.93,2024-05-09
DRC0030,Client_68,CMD15851,11692.26,2024-07-03
DRC0070,Client_217,CMD15852,9523.41,2024-03-18
DRC0034,Client_9,CMD15853,5660.4,2024-06-10
DRC0042,Client_202,CMD15854,11044.64,2024-05-29
DRC0102,Client_372,CMD25855,4174.47,2024-02-15
DRC0059,Client_77,CMD15856,360.97,2024-03-15
DRC0056,Client_50,CMD15857,8961.44,2024-07-18
DRC0099,Client_284,CMD15858,2782.23,2024-04-22
DRC0081,Client_217,CMD15859,4729.43,2024-05-07
DRC0032,Client_54,CMD15860,8603.88,2024-04-25
DRC0124,Client_371,CMD25861,4382.94,2024-06-02
DRC0074,Client_91,CMD15862,10396.85,2024-05-28
DRC0099,Client_2,CMD15863,1927.05,2024-01-06
DRC0054,Client_105,CMD15864,5325.33,2024-03-09
DRC0086,Client_258,CMD15865,10216.48,2024-03-31
DRC0057,Client_90,CMD15866,7213.25,2024-02-07
DRC0061,Client_118,CMD15867,5446.55,2024-05-19
DRC0052,Client_129,CMD15868,9018.52,2024-06-29
DRC0037,Client_45,CMD15869,10741.01,2024-02-22
DRC0018,Client_222,CMD15870,8911.1,2024-01-25
DRC0036,Client_54,CMD15871,6431.6,2024-01-07
DRC0096,Client_19,CMD15872,4729.16,2024-03-27
DRC0007,Client_300,CMD15873,4630.17,2024-04-25
DRC0019,Client_255,CMD15874,2616.52,2024-05-15
DRC0026,Client_248,CMD15875,5225.82,2024-07-01
DRC0041,Client_227,CMD15876,9988.19,2024-06-27
DRC0059,Client_59,CMD15877,3614.41,2024-03-10
DRC0082,Client_86,CMD15878,7695.66,2024-03-27
DRC0066,Client_286,CMD15879,628.39,2024-05-01
DRC0090,Client_280,CMD15880,1140.86,2024-02-06
DRC0067,Client_84,CMD15881,7815.77,2024-07-10
DRC0018,Client_292,CMD15882,3810.3,2024-06-14
DRC0089,Client_234,CMD15883,7304.78,2024-05-27
DRC0072,Client_44,CMD15884,857.72,2024-03-19
DRC0060,Client_35,CMD15885,9172.14,2024-01-27
DRC0130,Client_360,CMD25886,9236.77,2024-07-04
DRC0035,Client_119,CMD15887,4839.48,2024-07-03
DRC0024,Client_76,CMD15888,529.54,2024-01-25
DRC0079,Client_40,CMD15889,7588.86,2024-01-05
DRC0047,Client_135,CMD15890,4606.87,2024-01-08
DRC0072,Client_43,CMD15891,5173.2,2024-03-27
DRC0048,Client_84,CMD15892,2562.72,2024-02-07
DRC0092,Client_292,CMD15893,4582.28,2024-02-06
DRC0052,Client_109,CMD15894,5739.68,2024-07-05
DRC0062,Client_157,CMD15895,6305.57,2024-04-28
DRC0005,Client_111,CMD15896,2793.1,2024-05-03
DRC0055,Client_102,CMD15897,1240.78,2024-07-09
DRC0072,Client_10,CMD15898,9870.49,2024-05-11
DRC0169,Client_371,CMD25899,4756.44,2024-04-10
DRC0005,Client_111,CMD15900,3423.31,2024-02-12
DRC0085,Client_103,CMD15901,850.25,2024-03-03
DRC0104,Client_328,CMD25902,9873.68,2024-01-09
DRC0062,Client_53,CMD15903,10936.2,2024-06-24
DRC0070,Client_36,CMD15904,1188.8,2024-02-21
DRC0008,Client_122,CMD15905,11196.12,2024-05-29
DRC0082,Client_98,CMD15906,2906.14,2024-07-03
DRC0148,Client_340,CMD25907,7780.28,2024-02-24
DRC0034,Client_275,CMD15908,6136.06,2024-04-30
DRC0025,Client_126,CMD15909,6533.53,2024-02-16
DRC0188,Client_343,CMD25910,9467.75,2024-01-09
DRC0014,Client_114,CMD15911,10386.4,2024-02-24
DRC0045,Client_29,CMD15912,4898.84,2024-02-19
DRC0070,Client_163,CMD15913,9391.56,2024-06-06
DRC0185,Client_370,CMD25914,2048.23,2024-07-09
DRC0009,Client_130,CMD15915,9252.55,2024-02-01
DRC0019,Client_119,CMD15916,11257.13,2024-04-26
DRC0079,Client_40,CMD15917,5849.12,2024-06-14
DRC0078,Client_176,CMD15918,8923.21,2024-03-03
DRC0011,Client_177,CMD15919,6744.23,2024-01-21
DRC0131,Client_320,CMD25920,9037.2,2024-01-05
DRC0086,Client_193,CMD15921,5206.7,2024-04-06
DRC0168,Client_325,CMD25922,9505.19,2024-07-07
DRC0125,Client_392,CMD25923,3324.51,2024-03-07
DRC0045,Client_134,CMD15924,9148.24,2024-07-16
DRC0044,Client_50,CMD15925,6955.44,2024-02-25
DRC0066,Client_66,CMD15926,4330.78,2024-05-13
DRC0081,Client_193,CMD15927,8689.45,2024-02-06
DRC0019,Client_280,CMD15928,1224.2,2024-02-01
DRC0087,Client_87,CMD15929,5673.73,2024-03-18
DRC0047,Client_215,CMD15930,9282.78,2024-01-09
DRC0060,Client_214,CMD15931,6327.91,2024-01-15
DRC0072,Client_275,CMD15932,4007.4,2024-03-27
DRC0198,Client_351,CMD25933,8177.79,2024-04-07
DRC0095,Client_243,CMD15934,5066.24,2024-03-09
DRC0181,Client_382,CMD25935,8809.74,2024-03-03
DRC0073,Client_244,CMD15936,8854.93,2024-04-05
DRC0071,Client_297,CMD15937,2397.45,2024-02-04
DRC0012,Client_254,CMD15938,11159.5,2024-05-19
DRC0043,Client_58,CMD15939,2612.34,2024-07-08
DRC0077,Client_300,CMD15940,4192.37,2024-06-10
DRC0044,Client_95,CMD15941,6948.97,2024-04-29
DRC0048,Client_220,CMD15942,3057.14,2024-04-13
DRC0013,Client_111,CMD15943,10975.79,2024-05-14
DRC0014,Client_180,CMD15944,1105.58,2024-03-15
DRC0042,Client_150,CMD15945,8978.54,2024-02-25
DRC0051,Client_81,CMD15946,5710.55,2024-06-16
DRC0044,Client_197,CMD15947,3749.01,2024-03-27
DRC0093,Client_2,CMD15948,9073.85,2024-04-20
DRC0095,Client_170,CMD15949,10509.46,2024-01-13
DRC0178,Client_380,CMD25950,11322.86,2024-04-15
DRC0185,Client_337,CMD25951,9407.03,2024-05-16
DRC0039,Client_132,CMD15952,3383.45,2024-04-30
DRC0017,Client_155,CMD15953,11129.59,2024-03-23
DRC0008,Client_122,CMD15954,6025.23,2024-04-24
DRC0057,Client_62,CMD15955,3822.42,2024-07-01
DRC0022,Client_121,CMD15956,10733.98,2024-06-01
DRC0190,Client_323,CMD25957,1483.7,2024-05-22
DRC0012,Client_229,CMD15958,2100.16,2024-03-31
DRC0082,Client_30,CMD15959,8940.87,2024-07-18
DRC0025,Client_158,CMD15960,3581.27,2024-02-03
DRC0072,Client_255,CMD15961,4443.43,2024-06-06
DRC0037,Client_31,CMD15962,9273.29,2024-01-19
DRC0079,Client_52,CMD15963,4969.82,2024-05-13
DRC0012,Client_135,CMD15964,10532.46,2024-05-20
DRC0047,Client_40,CMD15965,8876.68,2024-02-02
DRC0085,Client_293,CMD15966,3239.66,2024-02-14
DRC0059,Client_11,CMD15967,1281.73,2024-04-05
DRC0073,Client_126,CMD15968,8954.02,2024-04-16
DRC0079,Client_184,CMD15969,2421.62,2024-05-17
DRC0187,Client_374,CMD25970,11325.36,2024-01-16
DRC0076,Client_248,CMD15971,4222.4,2024-03-10
DRC0032,Client_115,CMD15972,662.73,2024-05-25
DRC0075,Client_63,CMD15973,5139.1,2024-01-11
DRC0008,Client_114,CMD15974,3325.06,2024-04-18
DRC0007,Client_196,CMD15975,6635.42,2024-05-19
DRC0094,Client_39,CMD15976,9897.15,2024-06-28
DRC0140,Client_348,CMD25977,5029.5,2024-07-09
DRC0041,Client_15,CMD15978,11517.09,2024-03-04
DRC0094,Client_287,CMD15979,5249.63,2024-03-25
DRC0168,Client_386,CMD25980,9931.82,2024-07-12
DRC0018,Client_2,CMD15981,10735.46,2024-05-30
DRC0091,Client_88,CMD15982,3956.18,2024-06-09
DRC0126,Client_336,CMD25983,3858.52,2024-04-07
DRC0008,Client_193,CMD15984,7167.48,2024-04-04
DRC0021,Client_40,CMD15985,1163.6,2024-05-15
DRC0107,Client_341,CMD25986,4218.2,2024-03-19
DRC0055,Client_128,CMD15987,3533.47,2024-01-23
DRC0014,Client_1,CMD15988,11935.37,2024-04-17
DRC0061,Client_153,CMD15989,9321.36,2024-04-02
DRC0050,Client_1,CMD15990,4372.74,2024-04-21
DRC0078,Client_26,CMD15991,10993.38,2024-04-23
DRC0058,Client_29,CMD15992,3429.63,2024-04-04
DRC0004,Client_214,CMD15993,11631.71,2024-04-08
DRC0099,Client_60,CMD15994,10744.87,2024-06-07
DRC0036,Client_122,CMD15995,11419.63,2024-04-30
DRC0139,Client_381,CMD25996,5764.01,2024-03-24
DRC0007,Client_165,CMD15997,11231.3,2024-07-17
DRC0180,Client_377,CMD25998,8266.93,2024-07-06
DRC0064,Client_152,CMD15999,9743.74,2024-06-27
DRC0036,Client_28,CMD16000,6490.01,2024-05-21
DRC0181,Client_364,CMD26001,10090.5,2024-05-21
DRC0038,Client_150,CMD16002,11308.79,2024-04-06
DRC0014,Client_234,CMD16003,12057.05,2024-01-08
DRC0047,Client_40,CMD16004,10401.77,2024-01-26
DRC0006,Client_115,CMD16005,10392.54,2024-05-26
DRC0152,Client_339,CMD26006,2657.64,2024-06-30
DRC0073,Client_290,CMD16007,3121.19,2024-01-27
DRC0007,Client_107,CMD16008,297.67,2024-02-08
DRC0079,Client_12,CMD16009,1450.74,2024-07-06
DRC0012,Client_140,CMD16010,5168.99,2024-01-11
DRC0071,Client_231,CMD16011,3397.66,2024-03-21
DRC0049,Client_7,CMD16012,8725.68,2024-01-11
DRC0076,Client_252,CMD16013,7502.24,2024-04-22
DRC0086,Client_118,CMD16014,9205.78,2024-07-15
DRC0036,Client_24,CMD16015,4039.68,2024-06-15
DRC0052,Client_6,CMD16016,7511.65,2024-02-19
DRC0036,Client_77,CMD16017,10684.67,2024-02-27
DRC0015,Client_265,CMD16018,9865.27,2024-01-10
DRC0094,Client_279,CMD16019,8615.08,2024-05-30
DRC0043,Client_166,CMD16020,1200.08,2024-03-14
DRC0160,Client_324,CMD26021,1924.61,2024-02-07
DRC0063,Client_12,CMD16022,7630.17,2024-03-31
DRC0033,Client_169,CMD16023,7238.29,2024-02-04
DRC0008,Client_300,CMD16024,6741.32,2024-02-10
DRC0177,Client_388,CMD26025,5283.8,2024-05-18
DRC0003,Client_173,CMD16026,9882.92,2024-07-01
DRC0049,Client_93,CMD16027,4843.51,2024-07-05
DRC0006,Client_156,CMD16028,7645.42,2024-05-16
DRC0031,Client_137,CMD16029,4716.53,2024-03-09
DRC0067,Client_66,CMD16030,11025.29,2024-04-25
DRC0066,Client_257,CMD16031,10214.94,2024-05-28
DRC0006,Client_300,CMD16032,3945.38,2024-06-23
DRC0075,Client_117,CMD16033,4550.17,2024-06-18
DRC0195,Client_335,CMD26034,2533.01,2024-05-06
DRC0073,Client_288,CMD16035,9634.36,2024-06-17
DRC0199,Client_391,CMD26036,9882.05,2024-01-20
DRC0034,Client_167,CMD16037,9935.83,2024-07-04
DRC0062,Client_260,CMD16038,1414.27,2024-01-26
DRC0095,Client_46,CMD16039,4539.67,2024-04-04
DRC0033,Client_15,CMD16040,8625.19,2024-05-14
DRC0094,Client_132,CMD16041,10485.72,2024-05-11
DRC0014,Client_24,CMD16042,1785.78,2024-02-10
DRC0087,Client_186,CMD16043,2361.4,2024-07-09
DRC0078,Client_51,CMD16044,5312.47,2024-01-04
DRC0092,Client_46,CMD16045,661.47,2024-04-24
DRC0059,Client_266,CMD16046,1936.34,2024-01-08
DRC0061,Client_73,CMD16047,2239.2,2024-06-25
DRC0017,Client_298,CMD16048,10594.96,2024-01-19
DRC0023,Client_223,CMD16049,1656.3,2024-03-07
DRC0138,Client_306,CMD26050,2062.07,2024-01-22
DRC0058,Client_121,CMD16051,6083.47,2024-07-14
DRC0190,Client_343,CMD26052,974.21,2024-07-16
DRC0056,Client_248,CMD16053,3933.44,2024-06-02
DRC0030,Client_233,CMD16054,6398.59,2024-01-25
DRC0088,Client_216,CMD16055,6110.19,2024-01-25
DRC0079,Client_294,CMD16056,11273.4,2024-07-07
DRC0033,Client_245,CMD16057,10189.93,2024-06-05
DRC0082,Client_297,CMD16058,2107.65,2024-01-20
DRC0088,Client_141,CMD16059,9567.25,2024-06-09
DRC0080,Client_57,CMD16060,4160.92,2024-05-30
DRC0037,Client_287,CMD16061,10628.24,2024-05-06
DRC0097,Client_262,CMD16062,9077.08,2024-07-14
DRC0053,Client_214,CMD16063,4486.09,2024-06-20
DRC0025,Client_299,CMD16064,1200.42,2024-07-02
DRC0060,Client_177,CMD16065,2170.74,2024-01-07
DRC0131,Client_307,CMD26066,5569.19,2024-02-12
DRC0156,Client_318,CMD26067,10963.72,2024-03-08
DRC0086,Client_14,CMD16068,1815.56,2024-07-09
DRC0164,Client_343,CMD26069,11342.6,2024-01-02
DRC0045,Client_194,CMD16070,6034.13,2024-01-09
DRC0010,Client_241,CMD16071,7897.5,2024-03-09
DRC0040,Client_187,CMD16072,8252.12,2024-05-09
DRC0010,Client_115,CMD16073,11231.77,2024-06-13
DRC0053,Client_186,CMD16074,2305.85,2024-04-21
DRC0093,Client_138,CMD16075,10263.3,2024-06-15
DRC0064,Client_45,CMD16076,11745.33,2024-03-08
DRC0044,Client_257,CMD16077,753.74,2024-04-11
DRC0001,Client_41,CMD16078,7194.66,2024-02-25
DRC0012,Client_150,CMD16079,8993.46,2024-03-30
DRC0021,Client_121,CMD16080,2178.65,2024-06-14
DRC0060,Client_16,CMD16081,846.79,2024-06-09
DRC0069,Client_99,CMD16082,8934.46,2024-06-08
DRC0056,Client_222,CMD16083,4456.87,2024-02-23
DRC0043,Client_252,CMD16084,507.28,2024-07-06
DRC0090,Client_149,CMD16085,11950.25,2024-04-09
DRC0019,Client_7,CMD16086,6412.85,2024-04-26
DRC0027,Client_299,CMD16087,11038.4,2024-05-28
DRC0162,Client_306,CMD26088,3482.48,2024-06-27
DRC0052,Client_108,CMD16089,7044.39,2024-05-01
DRC0135,Client_398,CMD26090,4520.61,2024-01-13
DRC0005,Client_99,CMD16091,4472.21,2024-02-22
DRC0066,Client_180,CMD16092,6348.18,2024-05-30
DRC0084,Client_245,CMD16093,1906.19,2024-01-08
DRC0048,Client_141,CMD16094,1584.78,2024-01-08
DRC0004,Client_262,CMD16095,1775.65,2024-01-02
DRC0071,Client_179,CMD16096,10825.96,2024-05-18
DRC0085,Client_100,CMD16097,4589.33,2024-01-24
DRC0009,Client_278,CMD16098,6238.81,2024-05-18
DRC0068,Client_140,CMD16099,11290.88,2024-02-07
DRC0075,Client_230,CMD16100,10161.4,2024-05-24
DRC0004,Client_92,CMD16101,2673.59,2024-02-07
DRC0042,Client_56,CMD16102,1405.16,2024-04-07
DRC0024,Client_253,CMD16103,10155.73,2024-05-20
DRC0087,Client_297,CMD16104,1036.04,2024-07-12
DRC0031,Client_188,CMD16105,7857.18,2024-03-16
DRC0012,Client_130,CMD16106,5834.72,2024-02-05
DRC0083,Client_272,CMD16107,6549.86,2024-04-05
DRC0029,Client_185,CMD16108,2270.0,2024-01-30
DRC0019,Client_62,CMD16109,3590.72,2024-06-10
DRC0092,Client_129,CMD16110,5003.78,2024-03-23
DRC0022,Client_106,CMD16111,2506.95,2024-05-01
DRC0057,Client_201,CMD16112,8100.46,2024-05-13
DRC0026,Client_88,CMD16113,3499.19,2024-03-14
DRC0020,Client_144,CMD16114,8686.93,2024-02-28
DRC0081,Client_188,CMD16115,9055.51,2024-07-16
DRC0097,Client_26,CMD16116,11706.31,2024-07-13
DRC0007,Client_165,CMD16117,11219.81,2024-02-19
DRC0079,Client_98,CMD16118,8141.79,2024-05-23
DRC0017,Client_270,CMD16119,2342.29,2024-06-12
DRC0074,Client_56,CMD16120,6194.56,2024-02-15
DRC0078,Client_204,CMD16121,1691.12,2024-03-12
DRC0100,Client_181,CMD16122,3797.04,2024-05-16
DRC0160,Client_329,CMD26123,6873.22,2024-01-15
DRC0125,Client_364,CMD26124,7079.76,2024-05-13
DRC0016,Client_223,CMD16125,10233.19,2024-05-28
DRC0031,Client_178,CMD16126,5070.69,2024-02-08
DRC0034,Client_66,CMD16127,11621.44,2024-02-27
DRC0061,Client_182,CMD16128,5438.44,2024-02-01
DRC0153,Client_389,CMD26129,10254.03,2024-01-09
DRC0020,Client_203,CMD16130,3811.71,2024-07-14
DRC0111,Client_308,CMD26131,5769.63,2024-01-22
DRC0032,Client_110,CMD16132,7680.97,2024-02-10
DRC0082,Client_249,CMD16133,3982.74,2024-05-23
DRC0098,Client_263,CMD16134,168.31,2024-05-15
DRC0018,Client_162,CMD16135,5079.3,2024-06-26
DRC0050,Client_151,CMD16136,2385.88,2024-01-28
DRC0014,Client_206,CMD16137,6869.78,2024-01-05
DRC0059,Client_285,CMD16138,1673.51,2024-04-26
DRC0007,Client_180,CMD16139,5231.59,2024-06-01
DRC0130,Client_340,CMD26140,11979.76,2024-01-17
DRC0126,Client_312,CMD26141,3982.14,2024-03-06
DRC0019,Client_75,CMD16142,11465.89,2024-03-01
DRC0069,Client_196,CMD16143,11461.63,2024-02-05
DRC0055,Client_113,CMD16144,355.45,2024-04-04
DRC0134,Client_381,CMD26145,5404.99,2024-04-04
DRC0100,Client_193,CMD16146,11553.0,2024-06-26
DRC0011,Client_8,CMD16147,2595.5,2024-03-08
DRC0019,Client_186,CMD16148,3815.09,2024-02-14
DRC0040,Client_98,CMD16149,2140.13,2024-05-15
DRC0089,Client_272,CMD16150,7858.78,2024-03-09
DRC0054,Client_275,CMD16151,3772.26,2024-04-04
DRC0061,Client_28,CMD16152,445.63,2024-02-06
DRC0060,Client_9,CMD16153,3203.42,2024-02-03
DRC0021,Client_237,CMD16154,7180.2,2024-02-23
DRC0011,Client_182,CMD16155,10078.74,2024-01-05
DRC0029,Client_283,CMD16156,2056.35,2024-07-12
DRC0071,Client_69,CMD16157,1211.81,2024-05-11
DRC0075,Client_133,CMD16158,5529.2,2024-06-03
DRC0131,Client_393,CMD26159,3830.71,2024-04-14
DRC0092,Client_91,CMD16160,4901.8,2024-02-28
DRC0070,Client_194,CMD16161,5983.61,2024-01-29
DRC0019,Client_93,CMD16162,9878.17,2024-03-12
DRC0017,Client_277,CMD16163,3850.25,2024-03-13
DRC0010,Client_144,CMD16164,2278.16,2024-07-11
DRC0024,Client_264,CMD16165,1846.39,2024-07-04
DRC0037,Client_55,CMD16166,11904.05,2024-04-28
DRC0098,Client_189,CMD16167,9501.09,2024-01-30
DRC0029,Client_76,CMD16168,1699.85,2024-05-08
DRC0040,Client_21,CMD16169,2849.42,2024-06-26
DRC0068,Client_69,CMD16170,1095.11,2024-05-07
DRC0041,Client_274,CMD16171,5835.32,2024-07-16
DRC0083,Client_107,CMD16172,11774.84,2024-05-23
DRC0002,Client_180,CMD16173,1886.38,2024-04-14
DRC0148,Client_347,CMD26174,145.03,2024-01-17
DRC0014,Client_7,CMD16175,4427.45,2024-04-26
DRC0042,Client_252,CMD16176,10672.73,2024-02-19
DRC0006,Client_67,CMD16177,4195.44,2024-05-13
DRC0099,Client_50,CMD16178,5283.31,2024-03-13
DRC0027,Client_280,CMD16179,3495.64,2024-02-01
DRC0086,Client_17,CMD16180,356.73,2024-03-06
DRC0141,Client_339,CMD26181,3399.54,2024-03-30
DRC0043,Client_296,CMD16182,8256.63,2024-01-17
DRC0086,Client_133,CMD16183,9043.84,2024-04-11
DRC0130,Client_365,CMD26184,9914.92,2024-01-10
DRC0074,Client_186,CMD16185,6099.84,2024-06-04
DRC0005,Client_244,CMD16186,2785.66,2024-07-05
DRC0076,Client_226,CMD16187,2253.77,2024-01-02
DRC0017,Client_77,CMD16188,1366.02,2024-04-30
DRC0093,Client_198,CMD16189,8941.44,2024-02-18
DRC0075,Client_218,CMD16190,9081.77,2024-06-29
DRC0042,Client_254,CMD16191,3647.71,2024-03-16
DRC0076,Client_66,CMD16192,6879.66,2024-02-22
DRC0051,Client_295,CMD16193,3491.68,2024-04-06
DRC0102,Client_391,CMD26194,9834.52,2024-02-19
DRC0034,Client_200,CMD16195,8778.71,2024-05-13
DRC0055,Client_228,CMD16196,3188.0,2024-06-27
DRC0086,Client_242,CMD16197,2886.65,2024-02-24
DRC0128,Client_308,CMD26198,7803.73,2024-04-26
DRC0002,Client_141,CMD16199,1230.62,2024-05-10
DRC0088,Client_54,CMD16200,7836.34,2024-01-20
DRC0042,Client_122,CMD16201,9980.12,2024-07-11
DRC0002,Client_276,CMD16202,6302.12,2024-05-21
DRC0008,Client_225,CMD16203,5180.57,2024-02-01
DRC0022,Client_233,CMD16204,5360.91,2024-01-28
DRC0017,Client_138,CMD16205,10036.45,2024-01-27
DRC0097,Client_144,CMD16206,10308.2,2024-04-01
DRC0009,Client_158,CMD16207,818.75,2024-01-01
DRC0026,Client_268,CMD16208,2324.33,2024-02-26
DRC0052,Client_129,CMD16209,501.46,2024-01-12
DRC0020,Client_56,CMD16210,3571.08,2024-05-13
DRC0086,Client_69,CMD16211,6722.04,2024-06-13
DRC0054,Client_158,CMD16212,1751.6,2024-03-16
DRC0079,Client_110,CMD16213,7217.14,2024-07-03
DRC0111,Client_315,CMD26214,3024.97,2024-04-15
DRC0042,Client_71,CMD16215,2521.61,2024-04-21
DRC0091,Client_152,CMD16216,6607.65,2024-01-29
DRC0093,Client_90,CMD16217,6259.31,2024-01-11
DRC0058,Client_209,CMD16218,5698.75,2024-06-22
DRC0199,Client_303,CMD26219,11477.96,2024-06-02
DRC0034,Client_260,CMD16220,5573.22,2024-05-05
DRC0119,Client_309,CMD26221,5502.13,2024-02-20
DRC0060,Client_229,CMD16222,3274.59,2024-02-25
DRC0027,Client_205,CMD16223,8868.59,2024-06-06
DRC0075,Client_82,CMD16224,8853.08,2024-05-19
DRC0016,Client_90,CMD16225,771.7,2024-05-19
DRC0041,Client_236,CMD16226,3375.08,2024-05-28
DRC0040,Client_249,CMD16227,11007.88,2024-01-26
DRC0062,Client_96,CMD16228,7082.09,2024-03-26
DRC0020,Client_223,CMD16229,10905.22,2024-05-26
DRC0072,Client_140,CMD16230,190.2,2024-03-03
DRC0049,Client_160,CMD16231,11387.05,2024-04-11
DRC0092,Client_228,CMD16232,10412.21,2024-07-08
DRC0021,Client_92,CMD16233,8492.9,2024-04-30
DRC0053,Client_187,CMD16234,11471.78,2024-02-21
DRC0084,Client_214,CMD16235,5487.34,2024-02-10
DRC0004,Client_230,CMD16236,9327.1,2024-01-17
DRC0092,Client_254,CMD16237,6113.75,2024-04-04
DRC0038,Client_200,CMD16238,1059.3,2024-06-27
DRC0036,Client_275,CMD16239,7126.45,2024-02-19
DRC0044,Client_84,CMD16240,5114.14,2024-01-11
DRC0052,Client_124,CMD16241,2195.54,2024-04-02
DRC0088,Client_297,CMD16242,4917.51,2024-02-17
DRC0022,Client_250,CMD16243,3781.64,2024-01-10
DRC0066,Client_169,CMD16244,10132.59,2024-04-07
DRC0020,Client_104,CMD16245,9703.35,2024-01-06
DRC0029,Client_184,CMD16246,10420.44,2024-03-09
DRC0093,Client_95,CMD16247,9148.91,2024-06-13
DRC0189,Client_329,CMD26248,209.77,2024-02-11
DRC0079,Client_251,CMD16249,3553.07,2024-01-14
DRC0029,Client_231,CMD16250,3793.43,2024-05-06
DRC0167,Client_393,CMD26251,10592.62,2024-07-18
DRC0035,Client_171,CMD16252,10224.03,2024-04-15
DRC0065,Client_234,CMD16253,7392.09,2024-04-30
DRC0076,Client_85,CMD16254,1853.19,2024-04-12
DRC0097,Client_143,CMD16255,10157.83,2024-02-19
DRC0111,Client_399,CMD26256,2027.21,2024-06-24
DRC0158,Client_400,CMD26257,6769.36,2024-06-15
DRC0099,Client_251,CMD16258,10857.96,2024-02-24
DRC0167,Client_321,CMD26259,5271.59,2024-06-08
DRC0014,Client_40,CMD16260,9347.24,2024-06-29
DRC0102,Client_302,CMD26261,10949.33,2024-06-28
DRC0111,Client_317,CMD26262,5961.61,2024-03-06
DRC0100,Client_278,CMD16263,2317.4,2024-02-05
DRC0096,Client_165,CMD16264,11064.28,2024-07-03
DRC0081,Client_173,CMD16265,11040.26,2024-07-07
DRC0119,Client_395,CMD26266,1815.15,2024-06-05
DRC0156,Client_395,CMD26267,5234.0,2024-02-10
DRC0127,Client_383,CMD26268,7480.8,2024-04-29
DRC0011,Client_169,CMD16269,3130.18,2024-03-20
DRC0053,Client_282,CMD16270,6114.29,2024-04-10
DRC0108,Client_322,CMD26271,1381.1,2024-05-02
DRC0029,Client_5,CMD16272,2869.03,2024-05-20
DRC0100,Client_153,CMD16273,2264.09,2024-05-01
DRC0064,Client_243,CMD16274,2583.5,2024-07-17
DRC0073,Client_212,CMD16275,3080.29,2024-04-06
DRC0175,Client_321,CMD26276,5377.34,2024-04-01
DRC0098,Client_79,CMD16277,8787.29,2024-07-01
DRC0016,Client_117,CMD16278,7154.75,2024-01-14
DRC0097,Client_280,CMD16279,4393.6,2024-06-16
DRC0037,Client_83,CMD16280,10811.0,2024-07-18
DRC0069,Client_296,CMD16281,6207.63,2024-01-11
DRC0084,Client_86,CMD16282,133.58,2024-01-05
DRC0030,Client_217,CMD16283,9382.06,2024-06-02
DRC0019,Client_232,CMD16284,2707.55,2024-05-24
DRC0002,Client_235,CMD16285,1469.44,2024-06-26
DRC0048,Client_42,CMD16286,11596.62,2024-01-16
DRC0047,Client_85,CMD16287,7527.8,2024-05-29
DRC0181,Client_371,CMD26288,767.16,2024-03-27
DRC0137,Client_400,CMD26289,3632.66,2024-03-03
DRC0032,Client_216,CMD16290,7549.56,2024-07-06
DRC0076,Client_79,CMD16291,1276.46,2024-03-02
DRC0035,Client_275,CMD16292,8500.93,2024-03-31
DRC0012,Client_179,CMD16293,3093.05,2024-02-17
DRC0048,Client_288,CMD16294,8070.08,2024-02-08
DRC0178,Client_376,CMD26295,7310.65,2024-01-15
DRC0087,Client_181,CMD16296,1491.79,2024-04-24
DRC0047,Client_92,CMD16297,11225.26,2024-06-22
DRC0098,Client_154,CMD16298,5244.67,2024-06-08
DRC0062,Client_199,CMD16299,9568.69,2024-03-30
DRC0039,Client_206,CMD16300,7598.36,2024-04-13
